text,emoji
i feel too overwhelmed to clean anything so i just let it all pile up until it makes my whole life feel like it is going to come crashing down around me and i am helpless to stop it,surprise
i'm sure its a great film but i guess i wasnt feeling too appreciative and just had a long day,joy
i feel like a positive ball of inspiration,joy
i feel uncertain if the most of similar families can be reached the uncertainty does not preclude us from serving those we can in the meantime while discovering the ways to reach the others,fear
i feel the pressure to be funny all the time,surprise
i have been feeling is any indication on this childs personality then i am petrified,fear
i shake my hand off which feels slightly stunned from making contact,surprise
i play it i have more different feelings around a cold grim back drop,anger
i am feeling ok my incision is sore that is expected and i have some neuropathy in my fingers and toes that is a residual of chemo that i've been told may take a year to resolve if indeed it does,joy
i am feeling quite fond of my friends,love
i hope the two of you don't feel it was all in vain,sadness
i'm feeling so insecure financially right now that i dont want to spend the,fear
i roll my tongue over your labia sucking and nibbling drawing your flesh into my mouth and letting you feel the delicate pinch of my teeth,love
i continue to feel inspired by the strong runner she has become this year,joy
i made sure to go all out for him since i was feeling him and i liked how we complimented each other,love
i was feeling rejected and sad,sadness
i feel the most peaceful and at my best when i'm in nature,joy
i was annoyed this particular day as it seemad that the odds were not in my favour my grandfather added fuel to the fire,anger
i look at this list and think no wonder i have no idea who i am that i feel like a blank,sadness
i let my fingers stroke across his chest to his heart marveling at the feel of him terrified that this is a step too far,fear
i felt ok about not feeling ok,joy
i've known that this person has been miserable for years i'm still feeling pretty shaken,fear
i feel as though marjane had to live a very rushed childhood not so much for what was happening in her surroundings but because of her eager need to know everything,anger
i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever,joy
